"","auteurs.0.prenom","date_soutenance","directeurs_these.0.prenom","president_jury.prenom","titres.fr"
"197","Bruno Bernardo",2000-01-01,"Jean-Claude",NA,"La formation et les formateurs en Italie : évolutions et tendances : le cas du Piémont"
"198","Sandrine",2005-01-01,"Jean-Didier",NA,"Le touriste et l'étranger : images, visages et usages du guide"
"199","Pascal",2000-01-01,"Pierre",NA,"L'organisation de la classe d'éducation physique : modalités de regroupement, relations interpersonnelles et progrès des élèves"
"200","Marine",2009-01-01,"Lucie",NA,"Le cirque sur la piste de l'art. La création entre politiques et marchés"
"201","Éric",2005-01-01,"Shmuel",NA,"La figure du Juif dans la pensée socialiste française du 19ème siècle : économie symbolique et usages contemporains d'une phobie"
"202","Florence",2000-01-01,"Renaud",NA,"Le désir de métier : l'entreprise et ses dynamiques professionnelles méconnues"
"203","Michèle",2003-01-01,"René",NA,"La flexibilité du temps de travail : entre autonomie et contraintes : une étude de cas en Suisse"
"204","Paul",2001-01-01,"Michel",NA,"Le devenir des enfants de familles dissociées : approche socio démographique à patir des enquêtes sur la jeunesse en France"
"205","Stéphanie",2006-01-01,"Catherine",NA,"Constructions juridique, politique et individuelle de la paternité contemporaine"
"206","Fatou Binetou",2006-01-01,"Martine",NA,"Le parcours matrimonial des femmes à Dakar : subir le mariage, s'approprier le divorce"
"207","Olivio Alberto",2000-01-01,"Raphaël",NA,"L' interdisciplinarité en acte : les programmes ""Causses-Cévennes"" (PIREN-CNRS) et ""Agriculture-Environnement-Société des Eaux (SAD/INRA)"
"208","Catherine",2003-01-01,"Marc",NA,"Les entrepreneurs et la politique en France et en Italie : étude de cas comparée du petit et moyen patronat dans les systèmes industriels localisés vendéens et vicentins"
"209","Shuang",2009-01-01,"Danièle",NA,"Employées domestiques dans la Chine actuelle : le service domestique au croisement des rapports sociaux de sexe et de la hiérarchie urbain / rural"
"210","Marie",2008-01-01,"Francis",NA,"Le passage du couple à la famille : enquête qualitative auprès de couples hétérosexuels à la naissance de leur premier enfant"
"211","Mustafa",2001-01-01,"Pierre",NA,"Espaces de proximité et animation socioculturelle. Analyse des pratiques dans une dizaine de quartiers populaires"
"212","Philippe",2003-01-01,"Jean-Michel",NA,"La construction sociale des savoirs du monde sportif : sociologie des conceptions épistémiques"
"213","Nathalie",2006-01-01,"Jean-Pierre",NA,"Des formations aux professions dans un secteur artisanal : la boulangerie"
"214","Prisca",2002-01-01,"Lucie",NA,"L’apprentissage dans les grandes entreprises (en France) : étude de trois cas"
"215","Rozália del Gaudio",2004-01-01,"Bruno",NA,"L' institutionnalisation de l'informel : regards sur la coopération et les stratégies de survie des chiffonniers dans trois villes brésiliennes"
"216","Rafael",2008-01-01,"Mohamed",NA,"Religion, groupes ethniques [i. E. éthniques] et processus de stratification sociale aux Etats-Unis : le cas des Mexicains -Americains d’une perspective comparative"
"217","Eloi",2006-01-01,"Alain",NA,"La culture dans les espaces non dédiés : le cas de la RATP : les figures de l'usager citoyen et de l'usager client comme horizons de l'espace public"
"218","‬Cinara‎",2000-01-01,"Jacqueline",NA,"L'autonomie comme norme et le rapport au travail : une étude comparative France - Brésil"
"219","Raquel",2009-01-01,"Pierre",NA,"La littératie sauvage : une étude socio-anthropologique de l'appropriation de l'écriture par des paysans d'Amazonie Brésilienne"
"220","Roy Antoine",2001-01-01,"Georges",NA,"L'agriculture du Mont-Liban après la guerre libanaise : étude d'économie rurale"
"221","Anne-Paule",2002-01-01,"Nicole",NA,"Associations et changement social : le cas d'Eau et Rivières de Bretagne, association de défense de l'environnement"
"222","Gabriela",2008-01-01,"Bruno",NA,"La ruralité urbanisée dans le centre du Mexique : réflexions sur les reconfigurations locales de l'espace rural en un contexte néolibéral"
"223","Grégory",2007-01-01,"Jean-François","Rémy","""Trop boire"" : les mises au secret de l'excès"
"224","Sabine",2005-01-01,"Danièle",NA,"Les femmes indiennes au Chiapas (Mexique) : un mouvement féministe postcolonial : Tzome Ixuk : étude de cas d'une coopérative de femmes tojolabales"
"225","Sonja",2004-01-01,"Isaac",NA,"Pratiques artistiques et formes de la mobilisation politique dans la ville : une approche sociologique de quatre collectifs d'artistes-activistes à Paris et à Londres"
"226","Julian",2013-11-22,"Marie-Hélène","Rodolphe","Mobilités du quotidien, manières d'habiter et socialisation d'adolescents d'un village rural francilien"
"227","Carolina",2013-04-09,"Frédéric de","Jean-Baptiste","Mobilité sociale et mobilité internationale d’étudiants étrangers : trajectoires de jeunes professionnels chiliens et colombiens à Paris, New York et Boston"
"228","Anne",2011-12-19,"Gilles","Olivier","Les transformations de l'État territorial (2007-2010), saisies par l'analyse de l'activité des directeurs départementaux en matière de gestion des personnels"
"229","Laura",2012-06-29,"Patrice","Denis","« COPERNIC » : une étude de l’innovation dans la fiscalité française"
"230","Sébastien",2013-01-01,"Alain",NA,"Le Nanomonde des chercheurs : analyse des pratiques et des discours sur l'instrumentation en nanotechnologies"
"231","Marjorie",2013-04-05,"Philippe","Norbert","Performance de l'accompagnement à domicile : analyse de la configuration professionnelle médico-sociale"
"232","Laurence",2002-01-01,"Serge",NA,"L'expérience vécue du chômage au Portugal"
"233","David",2003-01-01,"Erhard",NA,"L'impact organisationnel des nouvelles technologies : le cas du groupware et du knowledge management"
"234","Frédéric",2003-01-01,"Erhard",NA,"Disponibilité des ressources et innovations managériales : quelles mutations pour les juridictions du travail belges et françaises face aux évolutions de leurs environnements ?"
"235","Manuel",2005-01-01,"Jacques",NA,"Destins singuliers : la domination des coureurs marocains dans l'athlétisme français"
"236","Céline",2012-01-01,"Alain",NA,"Le contexte social du tabagisme : le rôle de l'environnement familial et professionnel"
"237","Guilhem",2012-01-01,"Sophie",NA,"Les économies politiques de l’agriculture biologique : production et commercialisation de la viande bovine biologique en France"
"238","Baptiste",2014-06-02,"Alain","Dominique","Le déchet durable : éléments pour une socio-anthropologie du déchet ménager"
"239","Simon",2013-01-01,"Christine",NA,"Différencier les pairs : mise en gestion du travail universitaire et encastrement organisationnel des carrières académiques (Royaume-Uni, 1970-2010)"
"240","François",2019-11-18,"François","David","Former des animateurs socio-culturels : le projet et le marché"
"241","Salah",2013-01-01,"Numa",NA,"Pratiques syndicales et pouvoir politique : pour une sociologie des cadres syndicaux (cas de la Tunisie)"
"242","Patrice",2013-01-10,"Claude","Florence","Former ""au"" métier, former ""le"" métier : la médiation pédagogique pour accompagner la recomposition du métier d'agriculteur dans l'enseignement agricole"
"243","Emilia",2013-01-01,"Numa",NA,"Vivre à crédit : pauvreté, économie et usages du droit dans un grand ensemble à Buenos Aires"
"244","Pierre",2014-11-24,"Louis","Olivier","Calculer et gouverner les marchés en temps de crise : le rôle de la notation du crédit dans le raisonnement juridique et le changement réglementaire (1930s - 2010s)"
"245","Clio",2016-02-22,"Denys","Nancy L.","Les ""internationaux"" dans les territoires palestiniens occupés : trajectoires, expériences migratoires et engagements sociopolitiques"
"246","Thi Thanh Thao",2002-01-01,"Jan",NA,"L'hospitalier et le culturel : de l'analyse du milieu hospitalier vietnamien"
"247","Mathilde",2019-11-29,"Marie","Didier","Artistes mais femmes : formation, carrière et réputation dans l'art contemporain"
"248","Frédéric",2003-01-01,"Philippe",NA,"Coproduction de la sécurité : un nouveau mode de contrôle et de régulation sociale : la gestion des risques dans les espaces privés lors de manifestations sportives et culturelles"
"249","Sophie",2009-11-06,"Bruno","Laurent","Le documentaire télévisé français : de l’art cinématographique à l’industrie audiovisuelle. Etude de cas de la chaîne culturelle ARTE"
"250","Rául",2009-11-09,"Marie-France","Bruno","Enjeux sociaux d'une consommation « haut de gamme » . Etude sur les logiques marchandes et sociales au coeur de deux expressions culturelles dans la ville de Lima : L'experience gastronomique et les fet"
"251","Maxime",2009-11-17,"María-Eugenia","Paul","Autogestions et appropriations du travail par les classes populaires en Argentine"
"252","Daniel Ricardo",2011-02-26,"Christian","Renée","Résistance et reconstruction Identitaire dans les Andes Colombiennes. : Le mouvement Armé Quintin Lame"
"253","Ahmed",2011-04-03,"Burhan","Jean","Terrorisme et sociologie politique de l'International"
"254","Céline",2013-01-01,"Charles",NA,"Consommation engagée, souci de l'autre et quête d'authenticité : les prestations de tourisme solidaire et équitable"
"255","Fabien",2019-11-08,"Michel","Camille","Devenir pêcheur dans le sillage du capitalisme : ethnographie des frustrations et des aspirations de la nouvelle génération de marins-pêcheurs bretons"
"256","Catherine",2016-10-05,"Paul-André","Marylène","Objectivation savante et objet de politiques publiques : les violences interpersonnelles dans les habits neufs de la statistique et de la santé publique (France / Europe / Etats-Unis, 1995-2016)"
"257","Malgorzata",2014-09-27,"Yves Charles","Jean-Pierre","Les stéréotypes nationaux dans le cadre de l'intégration européenne : le cas des travailleurs polonais en France"
"258","Marie",2014-09-30,"Michel","Olivier","Au bonheur des rencontres : sexualité, classe et rapports de genre dans la production et l’usage des sites de rencontres en France"
"259","Blanca Estela",2017-03-27,"Michel","Céline","L'e-rationalité postmoderne : étude de l'être-ensemble électronique"
"260","Guillaume",2019-07-05,"Philippe","Olivier","Le vécu du diagnostic et de la phase thérapeutique initiale par les personnes atteintes de pathologies cancéreuses : quels rôles pour la médecine générale au prisme des inégalités sociales de santé ?"
"261","Eric",2006-01-01,"Raymond",NA,"Le structuralisme littéraire et la crise de la culture scolaire : essai de sociologie cognitive"
"262","Paolo",2006-01-01,"Raymond",NA,"Pour une sociologie cognitive des sentiments de risque : croyances collectives et action dans les mobilisations contre la pollution électromagnétique"
"263","Gianluca",2006-01-01,"Mohamed",NA,"Analyse comparée de la stratification éducative en France et en Italie dans les années 90 et au cours du XXème siècle : de la description statistique à l'explication par simulation ""individus-centrée"""
"264","Jeong-Im",2004-01-01,"François",NA,"Analyse des dimensions culturelles et politiques d'un mouvement social : le cas du mouvement étudiant dans les années 80 en Corée du sud"
"265","Dorothee",2011-12-09,"María-Eugenia","Martine","Insertions économiques des migrantes brésiliennes en Guyane française"
"266","Elsa",2019-11-18,"Jane","Adelina","Derrière les barrières de Ceuta & Melilla : rapports sociaux de sexe, de race et colonialité du contrôle migratoire à la frontière maroco-espagnole"
"267","Lucile",2015-11-28,"Jan","Alexander","Le cinéma allemand contemporain en France : la production de l'image d'un autre"
"268","Györgyi",2014-10-31,"Michel","Patrick","Évolution des systèmes complexes : une étude des travaux philosophiques d'Ervin Laszlo, de la théorie des systèmes à la théorie d'un champ universel d'information"
"269","Marie",2001-01-01,"Marie-Agnès",NA,"Le travail à temps partiel aux Pays-Bas : un choix de société"
"270","Laurence",2002-01-01,"André",NA,"L'entrée de l'ordinateur dans la famille"
"271","Mohamed Brahim",2004-01-01,"Daniel",NA,"Société et religion en Kabylie : 1850-2000"
"272","Jean",2008-01-01,"Yvon",NA,"Diversité naturelle et culturelle face aux défis des biotechnologies : enjeux et controverses au Mexique"
"273","Alexandre",2008-01-01,"Alain",NA,"Des formes modernes de cosmopolitisme"
"274","Thomas",2004-01-01,"Jean-Pierre",NA,"Une migration intellectuelle post-coloniale et son impact scientifique : les intellectuels arabes en France face à la redéfinition des savoirs sur le monde arabe (milieu des années 1950 - fin des années 1970)"
