"","auteurs.0.prenom","date_soutenance","directeurs_these.0.prenom","president_jury.prenom","titres.fr"
"196","Daniel",2001-01-01,"Jean-Michel",NA,"La mort fang au Gabon : un phénomène social total à l'épreuve des interactions tradition/modernité : essai de méthodologie thanatique"
"197","Souleymane",2001-01-01,"Christian de",NA,"Logiques familiales et logiques scolaires : le travail scolaire des enfants à Dakar au Sénégal"
"198","Valentine",2005-01-01,"Marcel",NA,"Santé ou travail ? : les expériences sociales de la santé et de la précarisation du travail"
"199","Monia",2007-01-01,"Jean-Marie",NA,"Modèles du corps et modèles pédagogiques à travers l'éducation physique et sportive tunisienne contemporaine"
"200","Azzedine",2007-01-01,"Fanny",NA,"Les acteurs locaux dans la gestion des affaires publiques ""villageoises"" : le cas des villages des At Yemmel en Kabylie (1980-2006)"
"201","Benjamin",2008-01-01,"Charles-Henry",NA,"Le cercle vertueux de la réussite scolaire : le cas des élèves de Grandes Écoles issus de ""milieux populaires"""
"202","Valérie",2001-01-01,"François","Georges","Le sentiment d'injustice à l'école"
"203","Leyla",2007-01-01,"Annie",NA,"Les champs commerciaux sénégalais à Paris : coprésences, luttes pour l'espace et tactiques commerciales au sein d'espaces urbains interstitiels"
"204","Laura",2006-01-01,"Patrick",NA,"De soi à l'autre, comment vivre ensemble ? : analyse sociologique des sociabilités contemporaines dans un quartier strasbourgeois, la Robertsau"
"205","Pascal",2010-01-01,"Alain",NA,"Dits et écrits de sociologues et d'apprentis sociologues : histoire de vie et prise de positions sociologiques"
"206","Marie-Pierre",2009-01-01,"Jean-Bruno",NA,"Les origines du Monde et de l'Homme dans les récits mythiques et scientifiques : des récits pour une légitimation de l'ordre social"
"207","Khaled",2007-01-01,"Gilles",NA,"La problématique de la modernisation dans une petite ville libyenne : l'exemple de Zentan"
"208","Alain",2006-01-01,"Van Thao",NA,"Parenté, propriété agricole et autorité locale : formes et relations de pouvoir dans un ""village littéraire"" du delta du nord vietnam : Làng tiến sĩ Mộ Trạch"
"209","Laurence",2001-01-01,"Antonio",NA,"Approche sociologique de la scolarisation et de l'insertion professionnelle des étudiants handicapés"
"210","Sounkarou",2005-01-01,"Martine",NA,"La délinquance juvénile à Dakar : une nouvelle forme de déviance ?"
"211","Christophe",2005-01-01,"Charles",NA,"Identifications territoriales et usages politiques du surf sur la côte aquitaine : des villes de surf sans surfeurs ?"
"212","Fabienne",2004-01-01,"Bernard",NA,"De la nécessité d'agir : dispositions sociales et contextes d'action : l'engagement résistant de deux philisophes français : Jean Cavaillès (1903-1944) et Jean Gosset (1912-1944)"
"213","Isabelle",2010-01-01,"Martine",NA,"Philosoviétisme et rationalisme moderne : l'introduction du marxisme dans les sciences humaines en France (1920-1939)"
"214","Jean-Pascal",2004-01-01,"Bernard",NA,"L'alliance MEDEF-CFDT dans la négociation UNEDIC de 2000 : l'affirmation au droit à l'emploi contre le droit au salaire pour les chômeurs"
"215","Louis Naud",2002-01-01,"François","François","La réforme du droit et de la justice en Haïti, 1994-2002 : les difficultés de la construction d'un État de droit démocratique"
"216","Stéphanie",2006-01-01,"Laurence",NA,"Les mobilités internationales à l'ère de la globalisation : une comparaison sociologique des carrières spatiales et des socialisations professionnelles d'étudiants français et québécois"
"217","Williams",2000-01-01,"Jean-Pierre",NA,"Essai de sociologie des supporters du football : une enquête à Lens et à Lille"
"218","Cédric",2010-01-01,"Stéphane",NA,"L'échappée belle : parcours scolaires et cheminements professionnels des étudiants d'origine populaire diplômés de l'Université (1970-2010)"
"219","Isabelle",2003-01-01,"Armel",NA,"La construction de l'idée de technopole"
"220","Ève",2003-01-01,"Alain",NA,"L'apprentissage social du corps : la rééducation et la réadaptation fonctionnelles de personnes paraplégiques et tétraplégiques"
"221","Rajaâ",2009-01-01,"Dominique",NA,"Les limites du maintien à domicile des personnes âgées : entre solidarité sociale et solidarité intergénérationnelle"
"222","Anne",2004-01-01,"Charles",NA,"La formation scientifique et technique dans l'enseignement supérieur à Rouen (1809-1985) : essai de sociologie historique"
"223","Elodie",2009-01-01,"Guy",NA,"De la Domus à l'Oïkos : la spécificité des modes de l'appropriation des lieux chez la personne veillissante"
"224","Annie",2001-01-01,"Jean",NA,"Approche sociologique complexe du charisme : Le Mouvement Raëlien et son prophète"
"225","Georges",2009-01-01,"François",NA,"L'ère du travail virtuel : l'éducation spécialisée comme vecteur de la virtualisation du travail : l'exemple du bassin de l'emploi de Cherbourg"
"226","Jocelyn",2009-01-01,"David",NA,"La temporalité comme matériel d'autonomie chez les jeunes : risques, jeux et rituels juvéniles dans la société hypermoderne"
"227","Fils-Lien",2008-01-01,"Ahmed",NA,"Pour une sociologie compréhensive du VIH/SIDA en Haïti : Construction sociale de la maladie, gouvernance de l'épidémie et politisation du risque"
"228","Gustavo",2000-01-01,"Alain",NA,"Livin' la vida mixta : Les pratiques identitaires dans la migration des mexicaines aux Etats-Unis"
"229","Julie",2006-01-01,"Annie",NA,"Pratiques de l'échange, circulations et stratégies spatio-temporelles : la mise en scène des commerçants africains en milieu urbain"
"230","Alain",2004-01-01,"Freddy",NA,"Comprendre et gérer l'exclusion au travers d'histoire de vie : une approche de la loi de lutte contre l'exclusion"
"231","Jean-Yves",2009-01-01,"Alain",NA,"Croire à la normalité : les représentations sociales des parents de l'enfant déficient intellectuel"
"232","Vincent",2003-01-01,"Éric",NA,"Les inspecteurs du travail à l'épreuve de l'évaluation des risques : une profession sous tension"
"233","Claude",2003-01-01,"Jean-Michel",NA,"Le champ du football professionnel en Angleterre : le cas de Manchester United Football club"
"234","Eri",2003-01-01,"Christian de",NA,"Les Enjeux de l'enseignement bilingue paritaire en Alsace"
"235","Elvire",2009-01-01,"Jacques",NA,"Réguler la diversité des situations : la gestion des coopérations en matière de formation des demandeurs d'emploi"
"236","Frédérique",2008-01-01,"Mohand",NA,"Évolution de la construction de l'identité culturelle chez des enfants et des préadolescents issus de l'immigration maghrébine en France : analyse de discours"
"237","Catherine",2003-01-01,"Christian de",NA,"Les Cadres en Grèce : la formation d'un groupe social"
"238","Armand",2010-01-01,"François",NA,"Développement socio historique de l'industrie de distillation, de raffinage et des biocarburants : paradigme mondial et paradoxes français alcooligènes des biocarburants"
"239","Sonia",2007-01-01,"Gilles",NA,"La situation sanitaire au Liban-Nord : approche socio-quantitative"
"240","Roger",2009-01-01,"Simon",NA,"Presse et mondialisation : étude comparée franco-canadienne"
"241","Héloise Blanca",2009-01-01,"Camille",NA,"Dynamique d'une transformation identitaire : le pentecôtisme wayuu à Skupana (Colombie) : étude ethnographique et sociologique"
"242","Blaise",2007-01-01,"Marie-Caroline",NA,"Lecture publique et identités locales : le cas des territoires isolés de l'intérieur de la Guyane française"
"243","David",2000-01-01,"Jean-Michel",NA,"La signature scientifique : espaces d'inscription et mises en ordre"
"244","Xavier",2007-01-01,"Gilbert de",NA,"Le travail d'évaluation : l'inspection des professeurs de l'enseignement secondaire"
"245","Christelle",2004-01-01,"Daniel",NA,"Gouverner par l'action : le cas des politiques universitaires de La Rochelle, Albi et Rodez"
"246","Florence",2000-01-01,"Jean-Michel",NA,"Université nouvelle et affiliation"
"247","Serge",2004-01-01,"Annie","Gilles","Traces légendaires, mémoires et construction identitaire : étude socio-historique d'une ""presqu'île"" cévenole en Haute-Loire"
"248","Albrecht",2004-01-01,"Jean-Michel",NA,"Entre jeu universel et enjeu national : le football contemporain"
"249","Pierre",2010-01-01,"Jean-Yves",NA,"L'instrumentalisation des politiques sociales, un obstacle à la collaboration professionnelle : l'exemple des techniciens-conseils et des travailleurs sociaux dans les C.A.F."
"250","Isabelle",2002-01-01,"Jean",NA,"Le celtisme ouest européen entre polarisations et sédimentations sémantiques : du nationalisme irlandophile galicien au néo-archai͏̈sme postmoderne"
"251","Ahmed",2001-01-01,"Alain",NA,"Les Zemmouri en région stéphanoise : regards sur tradition migratoire, logiques d'appartenence et formation d'un milieu commerçant"
"252","Michel",2004-01-01,"Freddy",NA,"Indigénisme et indianité : étude des représentations de l'Indien au Mexique"
"253","Frédéric",2008-01-01,"Dominique",NA,"L'innovation par retrait : reconfiguration des collectifs sociotechniques et de la nature dans le développement de techniques culturales sans labour"
"254","Véronique",2001-01-01,"Jean-Pierre",NA,"Organisations et protestations des vendeuses de La Paz (Bolivie)"
"255","Aurélie",2008-01-01,"Daniel",NA,"Action publique et pratiques scientifiques : interactions autour d'un projet de recherche européen"
"256","Oumar Sivory",2007-01-01,"Angelina",NA,"Changement culturel et développement social : la nouvelle place des femmes en Guinée"
"257","Christophe",2005-01-01,"Jean-Louis",NA,"Enjeux institutionnels et organisationnels des mutations de l'emploi public : l'exemple des fonctions publiques allemande, anglaise, française et italienne"
"258","Aurélie",2007-01-01,"Franck",NA,"Commerce, entreprises et éthique : le cas de la responsabilité sociale des entreprises : pour une sociologie de l’engagement marchand"
"259","Sophie",2008-01-01,"Bernard",NA,"Ruptures professionnelles : processus, contextes et dispositions"
"260","Armelle",2000-01-01,"François",NA,"Interaction conjugale et socialisation professionnelle"
"261","Sanaa",2002-01-01,"Jean-Michel",NA,"La fécondité au Liban : l'exemple du district du NABATIEH : étude socio-démographique : facteurs déterminants"
"262","Florian",2009-01-01,"Stéphane",NA,"«Faire lieu » à travers l’urbain : socio-anthropologie des pratiques ludo-sportives et auto-organisées de la ville"
"263","Abdul Latif",2008-01-01,"Gilles",NA,"Identité nationale, recomposition territoriale et religion : le cas de la communauté chiite au Liban"
"264","Pierre",2003-01-01,"François",NA,"Entre politiques publiques et action collective : l'action économique locale"
"265","Charlotte",2007-01-01,"Dominique",NA,"Caractéristiques et significations de l'infidélité conjugale contemporaine"
"266","Mohamed Saïd",2005-01-01,"Patrick",NA,"L'Arrangement normatif : ou comment arranger et s'arranger avec les ""anciennes"" et les ""nouvelles"" manières d'être ensemble, en Tunisie d'aujourd'hui"
"267","Muriel",2002-01-01,"Alain",NA,"Une sociologie de la nouvelle danse française : l'émergence d'une nouvelle idéologie en danse et son institutionnalisation en France de 1968 à nos jours"
"268","Swanie",2003-01-01,"Jocelyne",NA,"Circulation et reseaux de migrants roumains : une contribution à l'étude des nouvelles mobilités en Europe"
"269","Magali",2002-01-01,"Michel",NA,"Les figures de la qualité des soins : rationalisations et normalisation dans une économie de la qualité"
"270","Francesca-Maria",2000-01-01,"Gilles",NA,"Les Corses dans la fonction publique : contribution à l'étude de dynamiques d'intégration sociale et professionnelle"
"271","Fabien",2009-01-01,"Dominique",NA,"La socialisation de l'élite scolaire : une ethnographie du parcours d'apprentissage des jeunes d'une grande école d'ingénieurs française"
"272","David",2004-01-01,"Joëlle",NA,"La richesse déployée et détruite dans l'imagerie contemporaine : sociologie de l'usage et de la réception des films d'action à grand spectacle par des adolescents d'origine populaire"
"273","Johanna",2018-05-11,"Estelle","Hugues","L’intervention sociale systémique : un modèle à partir de la théorie des systèmes sociaux : observation du Programme Puente au Chili"
"274","Yann",2016-06-20,"Francis",NA,"Les nouvelles expériences au monde de l'individu géolocalisé"
"275","Julie",2017-03-21,"Frédéric de","Jean-Yves","Rôle de la mobilité dans la maîtrise d’un quotidien complexe"
"276","Florent",2017-11-17,"Valérie","Anne-Cécile","Les chemins de faire de la surveillance : une sociologie des dispositifs de sécurité et de sûreté ferroviaires en France"
"277","Erika",2012-03-14,"David","Leila","Le corps rebelle : l'autonomie et la dépendance corporelle chez des individus atteints d'un handicap cérébral moteur"
"278","Thomas",2016-09-19,"Pascal","Dominique","Mettre le web social au service des marques : une sociologie pragmatique du community management en France"
